circuitID,year,filings,charges,acquittals,pleas,convictions,juryTrialRates
18,1983,3882,7905,17,2,3,0.5210883059659529
18,1984,71,8550,30,8,7,0.02689003429102077
18,1985,3864,1144,27,5,13,0.8124949672135503
18,1986,1684,3019,38,7,11,0.8182423998983285
18,1987,2844,323,37,5,4,0.34087254394183053
18,1988,9365,7462,5,7,5,0.981457389654161
18,1989,6134,557,24,6,12,0.01964953878484199
18,1990,8850,9852,2,5,2,0.05174160183383736
18,1991,6589,8769,3,7,2,0.5251636526328137
18,1992,5033,2924,14,0,3,0.4536713061754519
18,1993,1229,199,42,8,12,0.5313440108851825
18,1994,9385,13503,28,2,7,0.8153138784714961
18,1995,6372,12033,43,8,14,0.4964387898238811
18,1996,5709,3333,28,9,2,0.6959017192242792
18,1997,7597,3141,11,5,8,0.7248972537358744
18,1998,4112,14647,10,4,4,0.3628555826408424
18,1999,7176,7243,47,5,4,0.25184076859943094
18,2000,5014,11060,4,4,11,0.37861926573522575
19,1970,4017,12913,26,1,4,0.08189194371567388
19,1971,3152,8784,36,1,14,0.14210270335342856
19,1972,6960,5272,6,0,8,0.474417345080388
19,1973,4425,9884,32,9,2,0.8596134109313864
19,1974,6405,4324,46,8,14,0.42228065369480494
19,1975,4057,3305,9,6,3,0.6415567218288797
19,1976,6140,4332,21,3,11,0.003149976755371431
19,1977,2722,9752,17,6,10,0.4924831345002001
19,1978,7179,13770,13,2,12,0.7575782177765348
19,1979,4435,2936,19,0,8,0.6385328539159596
19,1980,3434,10399,39,9,12,0.9337695994370175
19,1981,7193,12257,14,7,3,0.9015034788819872
19,1982,3101,5396,39,5,11,0.1508687579581992
19,1983,4714,11319,34,2,4,0.35382433314792194
19,1984,2203,12454,28,7,14,0.6954312663508908
19,1985,6464,12429,31,6,0,0.07016752256210401
19,1986,4805,10942,3,8,1,0.3239222828155258
19,1987,7564,3496,7,0,14,0.5752644012601518
19,1988,8849,14171,12,8,9,0.9223195439689664
19,1989,2160,12846,0,0,7,0.7099426050042724
19,1990,4385,2472,3,2,13,0.5278032919734675
19,1991,4967,3699,46,2,4,0.6320711907485843
19,1992,4043,8236,20,6,9,0.5906516542236852
19,1993,8231,14680,47,5,6,0.8596713743149557
19,1994,8763,3991,20,5,13,0.28581852587646617
19,1995,5740,2467,32,0,2,0.49275068040008374
19,1996,1400,12887,33,4,7,0.8925188820998675
19,1997,2665,190,41,6,6,0.25002688859103306
19,1998,185,2419,7,4,1,0.8285337266154704
19,1999,4598,552,39,0,3,0.3685677779016895
19,2000,7579,8680,45,2,7,0.323421710945175
20,1970,7473,6918,10,9,6,0.854139970493932
20,1971,7647,6290,23,4,6,0.7758999181638983
20,1972,6594,1231,23,2,3,0.11360490891727781
20,1973,3520,8971,30,2,7,0.16026295593520068
20,1974,1189,6406,14,3,13,0.9652865433919197
20,1975,2174,7025,25,1,6,0.7358487453826124
20,1976,3918,13870,27,3,5,0.5646517128087724
20,1977,5739,7953,24,2,5,0.8774438613543307
20,1978,1497,10122,15,8,10,0.12436673533597697
20,1979,523,11917,27,9,7,0.04918271086933834
20,1980,7452,7169,25,2,11,0.6315950278967425
20,1981,2767,985,21,6,11,0.5419049156546714
20,1982,2861,13382,31,4,4,0.5230449108777727
20,1983,7784,9108,1,9,14,0.9016133071575795
20,1984,2757,12920,10,3,2,0.6232564772151985
20,1985,3363,5029,18,7,14,0.4288136924159833
20,1986,7338,7651,38,7,6,0.9018765785341863
20,1987,4232,850,12,1,4,0.3354731432033089
20,1988,8235,777,25,5,2,0.7819942378076773
20,1989,1533,695,28,9,3,0.5891276369326107
20,1990,8804,12760,28,9,14,0.4599529353548959
20,1991,3274,7383,45,3,2,0.8437083747713701
20,1992,6880,4239,17,2,10,0.39063459638055154
20,1993,9070,8367,39,1,5,0.4919297015596972
20,1994,6801,9510,37,9,2,0.12167859717609297
20,1995,4306,9398,40,8,7,0.1552856731478901
20,1996,877,8314,13,7,10,0.5128396201855566
20,1997,7057,8146,32,8,11,0.1002015224242725
20,1998,6075,10368,42,9,9,0.23543785543131712
20,1999,77,5612,45,5,4,0.25647776002896217
20,2000,2918,11937,37,7,1,0.40085210055522036
